account_id,campaign_name,adset_name,ad_name,ad_id,date,spends,impressions,video_view,post,comment,post_reaction,landing_page_view,link_click,page_engagement,post_engagement,offsite_conversion.fb_pixel_lead,leadgen.other,created_at,updated_at
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-05-28,57,736,,,,,,10,10,10,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-05-28,21,241,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-05-28,5,87,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-05-28,4,63,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-05-28,4,29,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-05-28,19,301,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-05-28,102,967,,,,1,,8,9,9,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-05-28,3,20,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-05-28,4,21,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-05-28,82,790,,,,,,12,12,12,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-05-28,2,26,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-05-28,1,7,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-05-28,157,2852,,,,1,,27,28,28,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-05-28,155,3051,,,,,,18,18,18,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-05-29,51,733,,,,,,8,8,8,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-05-29,28,269,,,,,,5,5,5,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-05-29,6,55,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-05-29,7,69,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-05-29,2,41,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-05-29,12,231,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-05-29,105,1037,,,,1,,22,23,23,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-05-29,1,9,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-05-29,3,23,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-05-29,70,829,,,,,,10,10,10,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-05-29,5,39,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-05-29,3,13,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-05-29,165,2769,,,,,,22,22,22,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-05-29,151,2701,,,,,,24,24,24,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-05-30,78,912,,,,1,,11,12,12,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-05-30,32,351,,,,,,6,6,6,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-05-30,5,63,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-05-30,,5,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-05-30,3,17,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-05-30,16,334,,,,,,4,4,4,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-05-30,51,544,,,,,,8,8,8,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-05-30,,6,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-05-30,1,12,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-05-30,26,320,,,,,,5,5,5,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-05-30,1,14,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-05-30,1,15,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-05-30,186,2376,,,,,,22,22,22,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-05-30,201,2475,,,,,,28,28,28,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-05-31,50,641,,,,,,12,12,12,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-05-31,38,273,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-05-31,57,312,,,,,,6,6,6,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-05-31,,5,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-05-31,1,6,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-05-31,9,52,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-05-31,126,699,,,,,,3,3,3,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-05-31,9,42,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-05-31,,4,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-05-31,66,381,,,,,,8,8,8,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-05-31,,7,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-05-31,2,18,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-05-31,131,1469,,,,,,15,15,15,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-05-31,127,1541,,,,,,24,24,24,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-06-01,53,318,,,,,,8,8,8,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-06-01,38,178,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-06-01,33,466,,,,,,6,6,6,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-06-01,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-06-01,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-06-01,1,28,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-06-01,175,1133,,,,,,11,11,11,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-06-01,1,5,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-06-01,,2,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-06-01,136,691,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-06-01,,3,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-06-01,18,39,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-06-01,70,1050,,,,,,4,4,4,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-06-01,85,1167,,,,,,6,6,6,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-06-02,20,243,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-06-02,20,232,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-06-02,70,649,,,,1,,7,8,8,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-06-02,,6,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-06-02,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-06-02,3,59,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-06-02,124,1260,,,,1,,10,11,11,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-06-02,,8,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-06-02,1,2,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-06-02,73,725,,,,2,,5,7,7,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-06-02,1,14,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-06-02,3,45,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-06-02,123,1986,,,,,,21,21,21,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-06-02,143,2184,,,,1,,24,25,25,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-06-03,18,242,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-06-03,37,233,,,,,,2,2,2,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-06-03,70,883,,,,,,12,12,12,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 1,23853261100350673,2023-06-03,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 1,23853261118630673,2023-06-03,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-06-03,,5,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-06-03,78,533,,,,,,6,6,6,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-06-03,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-06-03,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-06-03,45,433,,,,,,5,5,5,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-06-03,1,4,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-06-03,137,2015,,,,,,20,20,20,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-06-03,156,1966,,,,,,9,9,9,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-06-04,55,359,,,,,,3,3,3,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-06-04,,4,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-06-04,19,165,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-06-04,3,6,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-06-04,148,1047,,,,1,,19,20,20,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-06-04,,2,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-06-04,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-06-04,94,797,,,,,,10,10,10,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-06-04,,2,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-06-04,136,2094,,,,,,17,17,17,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-06-04,163,2072,,,,,,13,13,13,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative,23853130501120673,2023-06-05,21,230,,,,,,3,3,3,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative,23853259521580673,2023-06-05,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 2,23853261098160673,2023-06-05,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 2,23853261118640673,2023-06-05,,3,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 3,23853261529010673,2023-06-05,38,760,,,,,,10,10,10,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 4,23853261540410673,2023-06-05,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 5,23853261543330673,2023-06-05,,2,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 3 - Copy,23853261546360673,2023-06-05,33,498,,,,,,4,4,4,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 5 - Copy,23853261546370673,2023-06-05,,1,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 4 - Copy,23853261546380673,2023-06-05,,2,,,,,,,,,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Master Creative 6,23853309997840673,2023-06-05,52,1096,,,1,,,9,10,10,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Master Creative 6 - Copy,23853310004750673,2023-06-05,64,1033,,,,,,6,6,6,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-05,181,1850,,,,,,30,30,30,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-05,72,887,,,,,,14,14,14,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-05,54,697,,,,1,,6,7,7,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-05,198,1675,,,,,,34,34,34,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-05,161,1339,,,,,,16,16,16,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-05,160,1789,,,,1,,35,35,35,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-06,411,4304,,,,1,,58,59,59,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-06,139,2087,,,,2,,28,29,29,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-06,119,894,,,,,,15,15,15,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-06,198,2319,,,,2,,32,33,33,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-06,446,3854,,,,1,,58,59,59,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-06,190,1500,,,,1,,21,21,21,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-07,237,1680,,,,,,29,29,29,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-07,236,2845,,,,1,,30,31,31,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-07,272,1896,,,,2,,36,38,38,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-07,180,1957,,,,2,,24,26,26,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-07,200,1421,,,,,,36,36,36,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-07,364,2566,,,,,,55,55,55,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-08,76,603,,,,,,5,5,5,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-08,385,5010,,,,5,,67,72,72,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-08,197,1959,,,,,,38,38,38,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-08,492,6276,,,,1,,97,98,98,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-08,99,831,,,,,,14,14,14,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-08,210,2074,,,,3,,27,29,29,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-09,279,3258,,,,5,,51,55,55,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-09,369,4446,,,,1,,66,67,67,,4,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-09,111,1093,,,,,,20,20,20,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-09,343,4103,,,,,,67,67,67,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-09,265,2769,,,,,,41,41,41,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-09,66,817,,,,,,12,12,12,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-10,606,7205,,,,3,,101,104,104,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-10,237,3406,,,,1,,29,30,30,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-10,25,259,,,,,,1,1,1,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-10,150,2065,,,,,,17,17,17,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-10,339,3130,,,,,,54,54,54,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-10,20,356,,,,,,9,9,9,,1,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days,23854278813130673,2023-06-11,560,5575,,,,4,,79,83,83,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy,23854279013620673,2023-06-11,403,5590,,,,2,,65,67,67,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Custom Data Lookalike,Price revision 15days – Copy 2,23854279035290673,2023-06-11,22,477,,,,,,7,7,7,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 2,23854279246540673,2023-06-11,242,3830,,,,,,53,53,53,,2,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy,23854279246550673,2023-06-11,269,2644,,,,1,,47,48,48,,,,
528034467942989,Ansal Highland Park #8rs|99s-leadgen_ri,Interest - Real Estate Generic,Price revision 15days – Copy 3,23854279246560673,2023-06-11,26,494,,,,,,6,6,6,,,,
